NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1072,E2934400006111,斑鳩町総合保健福祉会館（生き生きプラザ斑鳩）,奈良県斑鳩町小吉田1-12-35,1,,,34.602395278356,135.72640296776,
1073,E2934400007111,斑鳩町立斑鳩西小学校,奈良県斑鳩町神南2-4-25,1,,,34.597664565212,135.71899014063,
1074,E2934400021112,レイモンド斑鳩こども園,奈良県斑鳩町神南2-4-29,1,,,34.597838,135.720359,
1075,E2934400009111,法隆寺五丁地区地域交流館,奈良県斑鳩町法隆寺東1-4-6,1,,,34.613604877135,135.74123207469,
1076,E2934400010111,斑鳩町立斑鳩幼稚園,奈良県斑鳩町法隆寺南1-13-15,1,,,34.607117815062,135.7324668301,
1077,E2934400011111,斑鳩町立斑鳩小学校,奈良県斑鳩町法隆寺南1-13-46,1,,,34.607963696213,135.73176794714,
1078,E2934400012111,斑鳩町立斑鳩東小学校,奈良県斑鳩町法隆寺南2-11-5,1,,,34.610082363247,135.74389988233,
1079,E2934400013111,斑鳩町ふれあい交流センターいきいきの里,奈良県斑鳩町法隆寺北1-13-15,1,,,34.617593034761,135.73804697342,
1080,E2934400014111,斑鳩町立斑鳩南中学校,奈良県斑鳩町目安北3-1-77,1,,,34.596469102555,135.73505095127,
1081,E2934400015111,斑鳩町たつた保育園,奈良県斑鳩町龍田1-5-1,1,,,34.60808573645,135.7254430163,
1082,E2934400016111,斑鳩町立斑鳩西公民館,奈良県斑鳩町龍田西4-2-25,1,,,34.605972211263,135.71657935504,
1083,E2934400022111,斑鳩町龍田西地区地域交流館,奈良県斑鳩町龍田西7-4-17,1,,,34.602828,135.713725,
1084,E2934400017111,斑鳩町立斑鳩中央体育館,奈良県斑鳩町龍田南1-1-61,1,,,34.606742821622,135.72801089383,
1085,E2934400018111,斑鳩町立斑鳩中央公民館,奈良県斑鳩町龍田南2-2-43,1,,,34.606911887336,135.73074674572,
1086,E2934400019111,斑鳩町消防コミュニティセンター,奈良県斑鳩町龍田南5-7-47,1,,,34.605557127714,135.72243202076,
1087,E2934400020111,斑鳩町立斑鳩中学校,奈良県斑鳩町龍田北1-20-1,1,,,34.613118335913,135.72535039482,
1088,E2934200001111,平群小学校,奈良県平群町吉新2-2-13,,,,34.63093381776,135.70011973194,
1089,E2934200003111,平群町総合文化センター,奈良県平群町吉新3-1-34,1,,,34.63034796665,135.70334154232,
1090,E2934200004121,ひまわり生駒苑,奈良県平群町上庄1-15-16,,,高齢者,34.6403996,135.7028889,
1091,E2934200005111,かんぽの宿大和平群,奈良県平群町上庄2-16-1,1,,,34.641416090762,135.70470066285,
1092,E2934200006111,プリズムへぐり,奈良県平群町西宮2-1-6,1,,,34.620074,135.705182,
1093,E2934200007121,特別養護老人ホーム「グレースの里」,奈良県平群町大字越木塚336-1,,,高齢者,34.622453032518,135.68627797301,
1094,E2934200008121,ゆめさとこども園,奈良県平群町大字椿井242-1,,,乳幼児、妊産婦,34.616325474129,135.70779941408,
1095,E2934200009121,特別養護老人ホーム「第二グレースの里」,奈良県平群町大字椿井244,,,高齢者,34.6166974,135.7076669,
1096,E2934200010121,はなさとこども園,奈良県平群町大字福貴1113,,,乳幼児、妊産婦,34.630993855911,135.69811756897,
1097,E2934200011121,ふれあい交流センター,奈良県平群町大字梨本350-1,,,高齢者、障がいのある人,34.632063475602,135.69948624907,
1098,E2934200012111,市民生活協同組合ならコープ　「ディアーズコープたつたがわ」,奈良県平群町椿井734-1,1,,,34.612541271872,135.70890612944,
1099,E2934200013111,平群南小学校,奈良県平群町椿井820,1,,,34.615068119393,135.70965138681,
1100,E2934200014111,平群中学校,奈良県平群町福貴1301,1,,,34.632008952854,135.69441686147,
1101,E2934200015111,総合スポーツセンター（メインアリーナ）,奈良県平群町福貴72,1,,,34.626341219019,135.68874945632,
1102,E2934200016111,活性化センター「くまがしステーション」,奈良県平群町平等寺75-1,1,,,34.623523216472,135.70624750631,
1103,E2934200017111,老人福祉センター「かしのき荘」,奈良県平群町梨本351-1,1,,,34.632196949567,135.69885285249,
1104,E2934200018121,平群北幼稚園,奈良県平群町緑ケ丘1-3-21,,,乳幼児、妊産婦,34.643346770035,135.69762967791,
1105,E2934200020111,平群北小学校,奈良県平群町緑ケ丘1-4-1,,,,34.644534335134,135.69771379699,
1106,E2940200003111,明日香小学校,奈良県明日香村大字橘86,,,,34.469167384454,135.81232639273,
1107,E2940200004111,明日香幼稚園,奈良県明日香村大字橘900,,,,34.467645,135.814833,
1108,E2940200007111,県立万葉文化館,奈良県明日香村大字飛鳥10,,,,34.477409138978,135.82229206454,
1109,E2940200011111,聖徳中学校,奈良県明日香村大字野口105,,,,34.4701169991,135.806611,
1110,E2940200012111,健康福祉センター,奈良県明日香村大字立部745,,,,34.46800592874,135.81422583694,
1111,E2944700001111,弓手原生活改善センター,奈良県野迫川村大字弓手原150,1,,,34.100901258612,135.57023258495,
1112,E2944700002111,旧今井小学校,奈良県野迫川村大字今井105,1,,,34.203482375358,135.69471941762,
1113,E2944700003111,上生活改善センター,奈良県野迫川村大字上448,1,,,34.208495017141,135.6538812968,
1114,E2944700004111,池津川生活改善センター,奈良県野迫川村大字池津川246,1,,,34.176177841328,135.66843805359,
1115,E2944700017111,野迫川村公民館,奈良県野迫川村大字中157,1,,,34.208794,135.6582,
1116,E2944700005112,旧野川小学校,奈良県野迫川村大字中369,1,,,34.209191621908,135.6663524824,
1117,E2944700005111,健民グラウンド,奈良県野迫川村大字中369,1,,,34.20909402,135.6659019,
1118,E2944700006111,平生活改善センター,奈良県野迫川村大字中平54,,,,34.113181758127,135.64356276599,
1119,E2944700008111,上垣内生活改善センター,奈良県野迫川村大字北股29,1,,,34.168349990312,135.63123265114,
1120,E2944700009111,野迫川小中学校,奈良県野迫川村大字北股51,1,,,34.174114826693,135.63654287792,
1121,E2944700010111,旧北股小学校,奈良県野迫川村大字北股539,1,,,34.145019084888,135.63835250985,
1122,E2944700011111,山村振興センター,奈良県野迫川村大字北股97-2,,,,34.165771787706,135.63428621156,
1123,E2944700012111,旧北今西小学校,奈良県野迫川村大字北今西301,1,,,34.116496210946,135.61839438463,
1124,E2944700013111,大股生活改善センター,奈良県野迫川村大字北今西50,1,,,34.105268123012,135.62997079874,
1125,E2944700014111,立里生活改善センター,奈良県野迫川村大字立里84,1,,,34.142120756851,135.69534285938,
1126,E2944700015111,柞原生活改善センター,奈良県野迫川村大字柞原21,1,,,34.207570873119,135.67407127429,
1127,E2944700016111,檜股生活改善センター,奈良県野迫川村大字檜股122,1,,,34.125919568938,135.59881121437,
